Date,Open,High,Low,Close,Volume,MarketCap
2019-08-08,29.37,31.3,29.03,30.83,404379079,4795639295
2019-08-09,30.87,31.18,29.91,29.96,222912268,4660109133
2019-08-10,29.94,30.05,29.17,29.68,248736115,4616618693
2019-08-11,29.68,30.29,29.51,30.06,263951565,4675006646
2019-08-12,30.08,30.48,29.85,30.17,278357603,4692057690
2019-08-13,30.17,30.36,29.27,29.47,241841209,4583088148
2019-08-14,29.46,29.47,27.1,27.11,227534067,4215913076
2019-08-15,27.1,28.18,26.7,28.04,248072109,4361785696
2019-08-16,28.06,28.08,26.9,27.64,203654965,4299745921
2019-08-17,27.65,27.94,27.14,27.48,196083314,4274230064
2019-08-18,27.49,28.1,27.18,27.93,229491438,4344520680
2019-08-19,27.95,29.06,27.82,28.81,259250527,4480857766
2019-08-20,28.81,28.81,28.06,28.17,209875661,4381078784
2019-08-21,28.17,28.17,26.59,26.99,198468093,4198513863
2019-08-22,26.99,27.45,26.43,27.09,193368566,4213363666
2019-08-23,27.09,27.39,26.85,27.17,195437616,4226014866
2019-08-24,27.16,27.16,26.23,26.5,164452279,4121048295
2019-08-25,26.49,26.53,25.87,26.13,165296408,4064461677
2019-08-26,26.14,27.08,25.86,26.11,277691463,4060803662
2019-08-27,26.12,26.15,25.1,25.69,196715449,3995579226
2019-08-28,25.7,26.02,23.69,23.7,206092745,3686666048
2019-08-29,23.69,23.69,21.82,21.89,200824073,3404637328
2019-08-30,21.89,22.62,21.64,22.22,196253457,3455847937
2019-08-31,22.21,22.44,21.19,21.27,167589166,3307630392
2019-09-01,21.26,21.78,21.17,21.57,173772205,3354720068
2019-09-02,21.57,22.89,21.2,22.77,237417710,3541124996
2019-09-03,22.76,22.93,22.37,22.51,181166381,3501837462
2019-09-04,22.53,22.67,21.67,21.8,148909991,3390126221
2019-09-05,21.82,23.54,21.57,22.76,259054353,3540186403
2019-09-06,22.76,23.42,21.82,22.15,240129733,3445627920
2019-09-07,22.14,22.67,22.07,22.55,203280778,3507193557
2019-09-08,22.57,22.83,22.38,22.56,175027324,3509171073
2019-09-09,22.57,22.65,21.98,22.29,155543678,3466507440
2019-09-10,22.29,22.41,21.63,21.91,139754246,3407987322
2019-09-11,21.91,22.04,20.77,20.9,147044919,3250611594
2019-09-12,20.89,21.03,19.96,20.92,202313591,3254182239
2019-09-13,20.93,21.31,20.64,20.89,171327680,3248767822
2019-09-14,20.9,21.2,20.88,21.07,163028906,3277404969
2019-09-15,21.07,21.13,20.6,20.6,151856190,3203891493
2019-09-16,20.6,20.97,20.2,20.4,143466438,3172717473
2019-09-17,20.4,21.36,20.28,21.01,209209108,3267105838
2019-09-18,21.01,22.9,21.01,22.26,369440814,3461538669
2019-09-19,22.24,22.49,20.63,21.61,249524458,3361863927
2019-09-20,21.63,21.64,21.09,21.37,198988737,3324048452
2019-09-21,21.38,21.54,20.99,21.08,175114438,3279053001
2019-09-22,21.09,21.09,20.26,20.53,153747684,3192478010
2019-09-23,20.53,20.53,19.47,19.49,146934616,3030706995
2019-09-24,19.48,19.63,15.98,16.07,229488109,2499115713
2019-09-25,16.06,16.6,15.2,16.26,179697117,2528773872
2019-09-26,16.26,16.59,14.84,15.46,157594803,2404567795
2019-09-27,15.46,15.82,14.93,15.79,139548410,2455965666
2019-09-28,15.79,15.96,15.56,15.85,123900187,2465477590
2019-09-29,15.85,15.92,15.14,15.31,109712932,2380504960
2019-09-30,15.31,15.87,14.87,15.86,124329060,2467228254
2019-10-01,15.88,16.29,15.78,15.9,125165661,2473533188
2019-10-02,15.91,15.97,15.67,15.95,106103588,2480818020
2019-10-03,15.95,16.01,15.43,15.73,117720712,2446088605
2019-10-04,15.72,15.9,15.5,15.76,121510968,2450498699
2019-10-05,15.75,15.8,15.47,15.72,123665932,2445593918
2019-10-06,15.72,15.75,15.26,15.35,116659103,2387329910
2019-10-07,15.34,16.19,15.19,16.13,147393768,2509483159
2019-10-08,16.14,16.35,15.89,16.11,135346905,2505415410
2019-10-09,16.11,17.97,16.01,17.81,295619363,2769576934
2019-10-10,17.8,17.95,17.13,17.57,236960467,2732959386
2019-10-11,17.57,17.63,16.71,16.71,194750430,2598945538
2019-10-12,16.71,17.51,16.69,17.28,228500831,2687348920
2019-10-13,17.26,18.76,17.18,18.31,275090600,2847569964
2019-10-14,18.31,18.62,17.95,18.46,246674814,2871126616
2019-10-15,18.43,19.15,18.2,18.54,325479444,2884374240
